Phoneme	Affix	Stem	rid
ʃɔdʁɔnje	ije	ʃɔdʁɔn	r90600
ʃəmizje	ije	ʃəmiz	r184768
ʃəmizje	ije	ʃəmiz	r184768
ʃəmizje	ije	ʃəmiz	r184770
ʃmizje	ije	ʃmiz	r184770
ʃəmizje	ije	ʃəmiz	r184770
ʃəmizje	ije	ʃəmiz	r184770
ʃmizje	ije	ʃmiz	r184770
ʃəmizje	ije	ʃəmiz	r184770
ʃikanje	ije	ʃikan	r90528
ʃikanje	ije	ʃikan	r90528
ʃikanje	ije	ʃikan	r184760
ʃikanje	ije	ʃikan	r184760
ʃikanje	ije	ʃikan	r184762
ʃikanje	ije	ʃikan	r184762
ʃifɔnje	ije	ʃifɔn	r182364
ʃifɔnje	ije	ʃifɔn	r182364
ʃifɔnje	ije	ʃifɔn	r182366
ʃifɔnje	ije	ʃifɔn	r182366
ʃifʁie	ije	ʃifʁ	r186984
ʃifʁie	ije	ʃifʁ	r186984
ʃinwaz	izɛ	ʃinwa	r106582
ʃinwaz	izɛ	ʃinwa	r106582
ʃinwaz	izɛ	ʃinwa	r106582
ʃinwaz	izɛ	ʃinwa	r106582
ʃinwaz	izɛ	ʃinwa	r106582
ʃinwaz	izɛ	ʃinwa	r106582
ʃinwaz	izɛ	ʃinwa	r106582
ʃinwaz	izɛ	ʃinwa	r106582
siniz	izɛ	sini	r220578
siniz	izɛ	sini	r220578
siniz	izɛ	sini	r220578
siniz	izɛ	sini	r220578
siniz	izɛ	sini	r220578
siniz	izɛ	sini	r220578
siniz	izɛ	sini	r220578
siniz	izɛ	sini	r220578
klɔʁø	øz		r87750
klɔʁø	øz		r87750
klɔʁɔfɔʁmiz	izɛ	klɔʁɔfɔʁmi	r106584
klɔʁɔfɔʁmiz	izɛ	klɔʁɔfɔʁmi	r106584
klɔʁɔfɔʁmiz	izɛ	klɔʁɔfɔʁmi	r106584
klɔʁɔfɔʁmiz	izɛ	klɔʁɔfɔʁmi	r106584
klɔʁɔfɔʁmiz	izɛ	klɔʁɔfɔʁmi	r106584
klɔʁɔfɔʁmiz	izɛ	klɔʁɔfɔʁmi	r106584
klɔʁɔfɔʁmiz	izɛ	klɔʁɔfɔʁmi	r106584
klɔʁɔfɔʁmiz	izɛ	klɔʁɔfɔʁmi	r106584
kʁɔnɔmetʁɑʒ	aʒ	kʁɔnɔmetʁɑ	r17396
kʁɔnɔmetʁɑʒ	aʒ	kʁɔnɔmetʁɑ	r17396
kʁɔnɔmetʁje	ije	kʁɔnɔmetʁ	r186167
kʁɔnɔmetʁɑʒ	aʒ	kʁɔnɔmetʁɑ	r17398
kʁɔnɔmetʁɑʒ	aʒ	kʁɔnɔmetʁɑ	r17398
kʁɔnɔmetʁɑʒ	aʒ	kʁɔnɔmetʁɑ	r17400
kʁɔnɔmetʁɑʒ	aʒ	kʁɔnɔmetʁɑ	r17400
kʁɔnɔmetʁɑʒ	aʒ	kʁɔnɔmetʁɑ	r17402
kʁɔnɔmetʁɑʒ	aʒ	kʁɔnɔmetʁɑ	r17402
simɑ̃tje	ije	simɑ̃t	r186766
simɑ̃tje	ije	simɑ̃t	r186766
simɑ̃tje	ije	simɑ̃t	r186768
simɑ̃tje	ije	simɑ̃t	r186768
siʁø	øz		r88288
siʁø	øz		r88288
siʁje	ije	siʁ	r184222
siʁje	ije	siʁ	r184222
keʁɔzɛn	ɛnə	keʁɔzɛ	r217232
keʁɔzɛn	ɛnə	keʁɔzɛ	r217232
klasifj	ifjɛ	klasi	r216822
klasifi	ifjɛ		r216822
klasifi	ifjɛ		r216822
klasifj	ifjɛ	klasi	r216822
klasifi	ifjɛ		r216822
klasifj	ifjɛ	klasi	r216822
klasifi	ifjɛ		r216822
klasifi	ifjɛ		r216822
klasifi	ifjɛ		r216822
klɑsjø	jøz	klɑsj	r90738
klɑsjø	jøz	klɑsj	r90738
klɔkətje	ije	klɔkət	r182320
klwatʁje	ije	klwatʁ	r90204
klwatʁje	ije	klwatʁ	r184446
klwatʁje	ije	klwatʁ	r184448
klwatʁje	ije	klwatʁ	r184448
klotyʁje	ije	klotyʁ	r186636
klozje	ije	kloz	r182220
klozje	ije	kloz	r182220
klutje	ije	klut	r182872
klutje	ije	klut	r182872
kɔltaʁiz	izɛ	kɔltaʁi	r106598
kɔltaʁiz	izɛ	kɔltaʁi	r106598
kɔltaʁiz	izɛ	kɔltaʁi	r106598
kɔltaʁiz	izɛ	kɔltaʁi	r106598
kɔltaʁiz	izɛ	kɔltaʁi	r106598
kɔltaʁiz	izɛ	kɔltaʁi	r106598
kɔltaʁiz	izɛ	kɔltaʁi	r106598
kɔltaʁiz	izɛ	kɔltaʁi	r106598
kɔkaʁdje	ije	kɔkaʁd	r90666
kɔkaʁdje	ije	kɔkaʁd	r90666
kɔkaʁdje	ije	kɔkaʁd	r182784
kɔkaʁdje	ije	kɔkaʁd	r182784
kɔkaʀdje	ije	kɔkaʀd	r182786
kɔkaʀdje	ije	kɔkaʀd	r182786
kɔfʁətje	ije	kɔfʁət	r183170
kɔfʁətje	ije	kɔfʁət	r183170
kɔleʁø	øz		r87784
kɔleʁø	øz		r87784
kɔlje	ije	kɔl	r183990
kɔlje	ije	kɔl	r183990
kɔlɛktiviz	izɛ	kɔlɛktivi	r106604
kɔlɛktiviz	izɛ	kɔlɛktivi	r106604
kɔlɛktiviz	izɛ	kɔlɛktivi	r106604
kɔlɛktiviz	izɛ	kɔlɛktivi	r106604
kɔlɛktiviz	izɛ	kɔlɛktivi	r106604
kɔlɛktiviz	izɛ	kɔlɛktivi	r106604
kɔlɛktiviz	izɛ	kɔlɛktivi	r106604
kɔlɛktiviz	izɛ	kɔlɛktivi	r106604
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r103140
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r103140
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r103140
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r103140
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r103140
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r103140
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r103140
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r103140
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r106608
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r106608
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r106608
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r106608
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r106608
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r106608
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r106608
kɔmɛʁsjaliz	izɛ	kɔmɛʁsjali	r106608
mɛʁkãtiliz	izɛ	mɛʁkãtili	r107198
mɛʁkãtiliz	izɛ	mɛʁkãtili	r107198
mɛʁkãtiliz	izɛ	mɛʁkãtili	r107198
mɛʁkãtiliz	izɛ	mɛʁkãtili	r107198
mɛʁkãtiliz	izɛ	mɛʁkãtili	r107198
mɛʁkãtiliz	izɛ	mɛʁkãtili	r107198
mɛʁkãtiliz	izɛ	mɛʁkãtili	r107198
mɛʁkãtiliz	izɛ	mɛʁkãtili	r107198
kɔmɛʁsjaliz	alizɛ	kɔmɛʁsja	r106610
kɔmɛʁsjaliz	alizɛ	kɔmɛʁsja	r106610
kɔmɛʁsjaliz	alizɛ	kɔmɛʁsja	r106610
kɔmɛʁsjaliz	alizɛ	kɔmɛʁsja	r106610
kɔmɛʁsjaliz	alizɛ	kɔmɛʁsja	r106610
kɔmɛʁsjaliz	alizɛ	kɔmɛʁsja	r106610
kɔmɛʁsjaliz	alizɛ	kɔmɛʁsja	r106610
kɔmɛʁsjaliz	alizɛ	kɔmɛʁsja	r106610
kɔmɛʁsialite	jalite	kɔmɛʁsi	r208392
kɔ̃pasje	ije	kɔ̃pas	r182830
kɔ̃pasje	ije	kɔ̃pas	r182830
kɔ̃tabiliz	izɛ	kɔ̃tabili	r106622
kɔ̃tabiliz	izɛ	kɔ̃tabili	r106622
kɔ̃tabiliz	izɛ	kɔ̃tabili	r106622
kɔ̃tabiliz	izɛ	kɔ̃tabili	r106622
kɔ̃tabiliz	izɛ	kɔ̃tabili	r106622
kɔ̃tabiliz	izɛ	kɔ̃tabili	r106622
kɔ̃tabiliz	izɛ	kɔ̃tabili	r106622
kɔ̃tabiliz	izɛ	kɔ̃tabili	r106622
kɔ̃seje	ije	kɔ̃se	r184338
kɔ̃sɛje	ije	kɔ̃sɛ	r184338
kɔ̃taʒjø	øz		r88438
kɔ̃taʒjø	øz		r88438
kɔʃlɛ	əlɛ	kɔʃ	r126940
kɔʃlɛ	əlɛ	kɔʃ	r126940
kɔklɛ	əlɛ	kɔk	r127018
kɔklɛ	əlɛ	kɔk	r127018
kɔkʁɛ	əʁɛ	kɔk	r127020
kɔkʁɛ	əʁɛ	kɔk	r127020
kɔʁnətje	ije	kɔʁnət	r187148
kɔʁnətje	ije	kɔʁnət	r185930
kɔʁnje	ije	kɔʁn	r182886
kɔʁnje	ije	kɔʁn	r182886
kɔʁnje	ije	kɔʁn	r182888
kɔʁnje	ije	kɔʁn	r182888
kɔʁnje	ije	kɔʁn	r182890
kɔʁnje	ije	kɔʁn	r182890
kɔʁnje	ije	kɔʁn	r187150
kɔʁnje	ije	kɔʁn	r187150
kɔʁnje	ije	kɔʁn	r187152
kɔʁnje	ije	kɔʁn	r187152
kɔʁsətje	ije	kɔʁsət	r183030
kɔʁsətje	ije	kɔʁsət	r183030
sɔmatiz	izɛ	sɔmati	r220582
sɔmatiz	izɛ	sɔmati	r220582
sɔmatiz	izɛ	sɔmati	r220582
sɔmatiz	izɛ	sɔmati	r220582
sɔmatiz	izɛ	sɔmati	r220582
sɔmatiz	izɛ	sɔmati	r220582
sɔmatiz	izɛ	sɔmati	r220582
sɔmatiz	izɛ	sɔmati	r220582
kɔstymje	ije	kɔstym	r183034
kɔstymje	ije	kɔstym	r183034
kɔtɔnø	øz		r87738
kɔtɔnø	øz		r87738
kɔtɔnje	ije	kɔtɔn	r90412
kɔtɔnje	ije	kɔtɔn	r90412
kɔtɔnje	ije	kɔtɔn	r183052
kɔtɔnje	ije	kɔtɔn	r183052
kɔtɔnje	ije	kɔtɔn	r183054
kɔtɔnje	ije	kɔtɔn	r183054
kɔtɔnje	ije	kɔtɔn	r187155
kɔtɔnje	ije	kɔtɔn	r187155
kulisje	ije	kulis	r183058
kulisje	ije	kulis	r183058
kylpabiliz	izɛ	kylpabili	r220378
kylpabiliz	izɛ	kylpabili	r220378
kylpabiliz	izɛ	kylpabili	r220378
kylpabiliz	izɛ	kylpabili	r220378
kylpabiliz	izɛ	kylpabili	r220378
kylpabiliz	izɛ	kylpabili	r220378
kylpabiliz	izɛ	kylpabili	r220378
kylpabiliz	izɛ	kylpabili	r220378
kylpabiliz	izɛ	kylpabili	r220510
kylpabiliz	izɛ	kylpabili	r220510
kylpabiliz	izɛ	kylpabili	r220510
kylpabiliz	izɛ	kylpabili	r220510
kylpabiliz	izɛ	kylpabili	r220510
kylpabiliz	izɛ	kylpabili	r220510
kylpabiliz	izɛ	kylpabili	r220510
kylpabiliz	izɛ	kylpabili	r220510
kylpabiliz	izɛ	kylpabili	r216838
kylpabiliz	izɛ	kylpabili	r216838
kylpabiliz	izɛ	kylpabili	r216838
kylpabiliz	izɛ	kylpabili	r216838
kylpabiliz	izɛ	kylpabili	r216838
kylpabiliz	izɛ	kylpabili	r216838
kylpabiliz	izɛ	kylpabili	r216838
kylpabiliz	izɛ	kylpabili	r216838
kylpabiliz	izɛ	kylpabili	r220390
kylpabiliz	izɛ	kylpabili	r220390
kylpabiliz	izɛ	kylpabili	r220390
kylpabiliz	izɛ	kylpabili	r220390
kylpabiliz	izɛ	kylpabili	r220390
kylpabiliz	izɛ	kylpabili	r220390
kylpabiliz	izɛ	kylpabili	r220390
kylpabiliz	izɛ	kylpabili	r220390
kuplətje	ije	kuplət	r183062
kuplətje	ije	kuplət	r183062
kuʁje	ije	kuʁ	r182442
kuʁje	ije	kuʁ	r182442
kuʁaʒø	øz		r88036
kuʁaʒø	øz		r88036
kuʁtiz	izɛ	kuʁti	r106660
kuʁtiz	izɛ	kuʁti	r106660
kuʁtiz	izɛ	kuʁti	r106660
kuʁtiz	izɛ	kuʁti	r106660
kuʁtiz	izɛ	kuʁti	r106660
kuʁtiz	izɛ	kuʁti	r106660
kuʁtiz	izɛ	kuʁti	r106660
kuʁtiz	izɛ	kuʁti	r106660
kuʁsje	ije	kuʁs	r182446
kuʁsje	ije	kuʁs	r182446
kuʁsje	ije	kuʁs	r182894
kuʁsje	ije	kuʁs	r182894
kuʁsje	ije	kuʁs	r182450
kuʁsje	ije	kuʁs	r182450
kuʁtizanje	ije	kuʁtizan	r186704
kuʁtizanje	ije	kuʁtizan	r186704
kutø	øz		r88604
kutø	øz		r88604
kutø	øz		r88146
kutø	øz		r88146
kutəlje	ije	kutəl	r182428
kutəlje	ije	kutəl	r182428
kuvɛʁtyʁje	ije	kuvɛʁtyʁ	r184722
kuvɛʁtyʁje	ije	kuvɛʁtyʁ	r184722
kʁapylø	øz		r88292
kʁapylø	øz		r88292
kʁasø	øz		r88504
kʁasø	øz		r88504
kʁasje	ije	kʁas	r182452
kʁasje	ije	kʁas	r182452
kʁeɑ̃sje	ije	kʁeɑ̃s	r182460
kʁeɑ̃sje	ije	kʁeɑ̃s	r182460
kʁedibiliz	izɛ	kʁedibili	r106662
kʁedibiliz	izɛ	kʁedibili	r106662
kʁedibiliz	izɛ	kʁedibili	r106662
kʁedibiliz	izɛ	kʁedibili	r106662
kʁedibiliz	izɛ	kʁedibili	r106662
kʁedibiliz	izɛ	kʁedibili	r106662
kʁedibiliz	izɛ	kʁedibili	r106662
kʁedibiliz	izɛ	kʁedibili	r106662
kʁedibiliz	izɛ	kʁedibili	r216836
kʁedibiliz	izɛ	kʁedibili	r216836
kʁedibiliz	izɛ	kʁedibili	r216836
kʁedibiliz	izɛ	kʁedibili	r216836
kʁedibiliz	izɛ	kʁedibili	r216836
kʁedibiliz	izɛ	kʁedibili	r216836
kʁedibiliz	izɛ	kʁedibili	r216836
kʁedibiliz	izɛ	kʁedibili	r216836
kʁemø	øz		r87950
kʁemø	øz		r87950
kʁemje	ije	kʁem	r182030
kʁemje	ije	kʁem	r182030
kʁemje	ije	kʁem	r182032
kʁemje	ije	kʁem	r182032
kʁɛpje	ije	kʁɛp	r182036
kʁɛpje	ije	kʁɛp	r182036
kʁɛpje	ije	kʁɛp	r182038
kʁɛpje	ije	kʁɛp	r182038
kʁiblje	ije	kʁibl	r186226
kʁwazje	ije	kʁwaz	r182578
kʁutø	øz		r88200
kʁutø	øz		r88200
kɥiʁasje	ije	kɥiʁas	r184632
kɥiʁasje	ije	kɥiʁas	r184632
kɥizinje	ije	kɥizin	r182178
kɥizinje	ije	kɥizin	r182178
kɥizinje	ije	kɥizin	r184614
kɥizinje	ije	kɥizin	r184614
kylɔtje	ije	kylɔt	r182184
kylɔtje	ije	kylɔt	r182184
kyvje	ije	kyv	r185102
kyvje	ije	kyv	r185102
sɛ̃balje	ije	sɛ̃bal	r182224
damʁɛ	əʁɛ	dam	r127230
damʁɛ	əʁɛ	dam	r127230
buʁsje	ije	buʁs	r90224
buʁsje	ije	buʁs	r90224
buʁsje	ije	buʁs	r181862
buʁsje	ije	buʁs	r181862
buʁsje	ije	buʁs	r181864
buʁsje	ije	buʁs	r181864
dedɛɲø	øz		r88556
dedɛɲø	øz		r88556
dedɛɲø	øz		r88344
dedɛɲø	øz		r88344
dizɛtø	øz		r87656
dizɛtø	øz		r87656
ditje	ije	dit	r186410
ditje	ije	dit	r186410
fasɔnje	ije	fasɔn	r90514
fasɔnje	ije	fasɔn	r90514
fasɔnje	ije	fasɔn	r183082
fasɔnje	ije	fasɔn	r183082
faktyʁje	ije	faktyʁ	r182968
faktyʁje	ije	faktyʁ	r182968
faktyʁje	ije	faktyʁ	r182972
faktyʁje	ije	faktyʁ	r182972
faksjø	øz		r87772
faksjø	øz		r87772
faktoʁiz	izɛ	faktoʁi	r106796
faktoʁiz	izɛ	faktoʁi	r106796
faktoʁiz	izɛ	faktoʁi	r106796
faktoʁiz	izɛ	faktoʁi	r106796
filatje	ije	filat	r217324
filtje	ije	filt	r182132
filatje	ije	filat	r221434
filtje	ije	filt	r182390
fɔ̃sje	ije	fɔ̃s	r182610
fɔ̃sje	ije	fɔ̃s	r182610
fɔ̃sje	ije	fɔ̃s	r182612
fɔ̃sje	ije	fɔ̃s	r182612
fɔ̃sje	ije	fɔ̃s	r90618
fɔ̃sje	ije	fɔ̃s	r90618
fɔ̃sje	ije	fɔ̃s	r183702
fɔ̃sje	ije	fɔ̃s	r183702
fɔ̃sje	ije	fɔ̃s	r183704
fɔ̃sje	ije	fɔ̃s	r183704
gutø	øz		r87902
gutø	øz		r87902
litje	ije	lit	r185862
litje	ije	lit	r185862
deliktɥø	ɥøz	deliktɥ	r220292
deliktɥø	ɥøz	deliktɥ	r220292
mɑ̃sɔ̃ʒe	ije	mɑ̃sɔ̃	r90526
mɑ̃sɔ̃ʒe	ije	mɑ̃sɔ̃	r90526
dãtje	ije	dãt	r184466
dãtje	ije	dãt	r184466
depɑ̃sje	ije	depɑ̃s	r90248
depɑ̃sje	ije	depɑ̃s	r90248
depɑ̃sje	ije	depɑ̃s	r90176
depɑ̃sje	ije	depɑ̃s	r90176
depɑ̃sje	ije	depɑ̃s	r184462
depɑ̃sje	ije	depɑ̃s	r184462
depɑ̃sje	ije	depɑ̃s	r184464
depɑ̃sje	ije	depɑ̃s	r184464
depitø	øz		r88042
depitø	øz		r88042
ʁasjɔnaliz	izɛ	ʁasjɔnali	r107506
ʁasjɔnaliz	izɛ	ʁasjɔnali	r107506
ʁasjɔnaliz	izɛ	ʁasjɔnali	r107506
ʁasjɔnaliz	izɛ	ʁasjɔnali	r107506
ʁasjɔnaliz	izɛ	ʁasjɔnali	r107506
ʁasjɔnaliz	izɛ	ʁasjɔnali	r107506
ʁasjɔnaliz	izɛ	ʁasjɔnali	r107506
ʁasjɔnaliz	izɛ	ʁasjɔnali	r107506
ʁasjɔnaliz	izɛ	ʁasjɔnali	r216920
ʁasjɔnaliz	izɛ	ʁasjɔnali	r216920
ʁasjɔnaliz	izɛ	ʁasjɔnali	r216920
ʁasjɔnaliz	izɛ	ʁasjɔnali	r216920
ʁasjɔnaliz	izɛ	ʁasjɔnali	r216920
ʁasjɔnaliz	izɛ	ʁasjɔnali	r216920
ʁasjɔnaliz	izɛ	ʁasjɔnali	r216920
ʁasjɔnaliz	izɛ	ʁasjɔnali	r216920
ʁibje	ije	ʁib	r217502
ʁivtje	ije	ʁivt	r184388
ʁujø	øz		r88110
ʁujø	øz		r88110
ʁutje	ije	ʁut	r90356
ʁutje	ije	ʁut	r90356
ʁutje	ije	ʁut	r183384
ʁutje	ije	ʁut	r183384
ʁutje	ije	ʁut	r183386
ʁutje	ije	ʁut	r183386
ʁutje	ije	ʁut	r189036
ʁutje	ije	ʁut	r189036
deziʁø	øz		r88598
deziʁø	øz		r88598
deziʁø	øz		r87578
deziʁø	øz		r87578
tuʁje	ije	tuʁ	r186032
tuʁje	ije	tuʁ	r186032
tuʁje	ije	tuʁ	r186034
tuʁje	ije	tuʁ	r186034
tuʁje	ije	tuʁ	r90182
tuʁje	ije	tuʁ	r90182
dimje	ije	dim	r186406
dimje	ije	dim	r186406
dimje	ije	dim	r186408
dimje	ije	dim	r186408
disɡʁasjø	jøz	disɡʁasj	r90782
disɡʁasjø	jøz	disɡʁasj	r90782
diʒitaliz	izɛ	diʒitali	r106716
diʒitaliz	izɛ	diʒitali	r106716
diʒitaliz	izɛ	diʒitali	r106716
diʒitaliz	izɛ	diʒitali	r106716
diʒitaliz	izɛ	diʒitali	r106716
diʒitaliz	izɛ	diʒitali	r106716
diʒitaliz	izɛ	diʒitali	r106716
diʒitaliz	izɛ	diʒitali	r106716
dwatje	ije	dwat	r183910
dwatje	ije	dwat	r183910
dwanje	ije	dwan	r90198
dwanje	ije	dwan	r90198
dwanje	ije	dwan	r184750
dwanje	ije	dwan	r184750
dwanje	ije	dwan	r184752
dwanje	ije	dwan	r184752
dutø	øz		r88426
dutø	øz		r88426
dʁapje	ije	dʁap	r182256
dʁapje	ije	dʁap	r182256
dʁapje	ije	dʁap	r90186
dʁapje	ije	dʁap	r90186
dʁapje	ije	dʁap	r182254
dʁapje	ije	dʁap	r182254
dyvtø	øz		r87586
dyvtø	øz		r87586
dinamiz	izɛ	dinami	r106738
dinamiz	izɛ	dinami	r106738
dinamiz	izɛ	dinami	r106738
dinamiz	izɛ	dinami	r106738
dinamiz	izɛ	dinami	r106738
dinamiz	izɛ	dinami	r106738
dinamiz	izɛ	dinami	r106738
dinamiz	izɛ	dinami	r106738
ekajø	øz		r87528
ekajø	øz		r87528
eʃafodje	ije	eʃafod	r186430
eʃafodje	ije	eʃafod	r186430
ʃafodje	ije	ʃafod	r186580
ɛskalje	ije	ɛskal	r217472
ɛskalje	ije	ɛskal	r217472
eʃəlje	ije	eʃəl	r182812
eʃəlje	ije	eʃəl	r182812
eʃɔpje	ije	eʃɔp	r186434
klaʁtø	øz		r88520
klaʁtø	øz		r88520
klɛʁie	ije	klɛʁ	r182996
eklyzje	ije	eklyz	r90566
eklyzje	ije	eklyz	r90566
eklyzje	ije	eklyz	r185756
eklyzje	ije	eklyz	r185756
eklyzje	ije	eklyz	r185758
eklyzje	ije	eklyz	r185758
ekɔʁsje	ije	ekɔʁs	r185128
spymø	øz		r88444
spymø	øz		r88444
ekymø	øz		r88066
ekymø	øz		r88066
spymɔzite	ozite	spymɔ	r210302
spymɔzite	ozite	spymɔ	r210302
egutje	ije	egut	r182260
egutje	ije	egut	r182260
bɛlo	no	bɛl	r93092
to	no	t	r93092
bɛlo	no	bɛl	r93092
to	no	t	r93092
mɛʁdø	øz		r88380
mɛʁdø	øz		r88380
mɛʁdje	ije	mɛʁd	r184130
mɛʁdje	ije	mɛʁd	r184130
ãplɑtʁje	ije	ãplɑtʁ	r186440
emylsifj	ifjɛ	emylsi	r106274
emylsifi	ifjɛ		r106274
emylsifi	ifjɛ		r106274
emylsifj	ifjɛ	emylsi	r106274
emylsifi	ifjɛ		r106274
emylsifj	ifjɛ	emylsi	r106274
emylsifi	ifjɛ		r106274
emylsifi	ifjɛ		r106274
emylsifi	ifjɛ		r106274
kɛsje	ije	kɛs	r184342
kɛsje	ije	kɛs	r184342
ãsãsje	ije	ãsãs	r182268
ãsãsje	ije	ãsãs	r182268
ʃeʁo	no	ʃeʁ	r93096
ʃəʁo	no	ʃəʁ	r93096
ʃeʁo	no	ʃeʁ	r93096
ʃəʁo	no	ʃəʁ	r93096
dosje	ije	dos	r183906
dosje	ije	dos	r183906
ɛ̃fãtiliz	izɛ	ɛ̃fãtili	r107006
ɛ̃fãtiliz	izɛ	ɛ̃fãtili	r107006
ɛ̃fãtiliz	izɛ	ɛ̃fãtili	r107006
ɛ̃fãtiliz	izɛ	ɛ̃fãtili	r107006
ɛ̃fãtiliz	izɛ	ɛ̃fãtili	r107006
ɛ̃fãtiliz	izɛ	ɛ̃fãtili	r107006
ɛ̃fãtiliz	izɛ	ɛ̃fãtili	r107006
ɛ̃fãtiliz	izɛ	ɛ̃fãtili	r107006
pɥeʁiliz	izɛ	pɥeʁili	r107500
pɥeʁiliz	izɛ	pɥeʁili	r107500
pɥeʁiliz	izɛ	pɥeʁili	r107500
pɥeʁiliz	izɛ	pɥeʁili	r107500
pɥeʁiliz	izɛ	pɥeʁili	r107500
pɥeʁiliz	izɛ	pɥeʁili	r107500
pɥeʁiliz	izɛ	pɥeʁili	r107500
pɥeʁiliz	izɛ	pɥeʁili	r107500
ãfãtlɛ	əlɛ	ãfãt	r128876
ãfãtlɛ	əlɛ	ãfãt	r128876
adipø	øz		r88072
adipø	øz		r88072
ɡʁɛsø	øz		r88486
ɡʁɛsø	øz		r88486
ɑ̃nɥijø	øz		r87500
ɑ̃nɥijø	øz		r87500
tajãdje	ije	tajãd	r183918
tajãdje	ije	tajãd	r183918
tajãdje	ije	tajãd	r185336
tajãdje	ije	tajãd	r185336
ɑ̃tʁəpʁənarjal	ɔʁjal	ɑ̃tʁəpʁəna	r82760
ɑ̃tʁəpʁənarjal	ɔʁjal	ɑ̃tʁəpʁəna	r82760
ɑ̃tʁəpʁənarjal	ɔʁjal	ɑ̃tʁəpʁəna	r82760
ɑ̃vjø	øz		r88018
ɑ̃vjø	øz		r88018
vwaje	ije	vwa	r185328
vɔje	ije	vɔ	r185328
vwaje	ije	vwa	r185328
vɔje	ije	vɔ	r185328
epoltje	ije	epolt	r186448
epoltje	ije	epolt	r186448
ɛspalje	ije	ɛspal	r217374
ɛspalje	ije	ɛspal	r217374
ɛspalje	ije	ɛspal	r184442
ɛspalje	ije	ɛspal	r184442
epʁɔnje	ije	epʁɔn	r182408
epʁɔnje	ije	epʁɔn	r182408
epʁɔnje	ije	epʁɔn	r184954
epʁɔnje	ije	epʁɔn	r184954
episje	ije	epis	r184854
episje	ije	epis	r184854
epinø	øz		r88374
epinø	øz		r88374
epinje	ije	epin	r183816
epinje	ije	epin	r183816
epɛ̃ɡlje	ije	epɛ̃ɡl	r182414
epɛ̃ɡlje	ije	epɛ̃ɡl	r182414
spɔ̃ʒjø	jøz	spɔ̃ʒj	r90716
spɔ̃ʒjø	jøz	spɔ̃ʒj	r90716
epɔ̃ʒje	ije	epɔ̃ʒ	r186398
epɔ̃ʒje	ije	epɔ̃ʒ	r186398
ekipmɑ̃tje	ije	ekipmɑ̃t	r186908
ekipmɑ̃tje	ije	ekipmɑ̃t	r186908
ekipmãtje	ije	ekipmãt	r186910
ekipmãtje	ije	ekipmãt	r186910
ekipje	ije	ekip	r183066
ekipje	ije	ekip	r183066
spasjø	jøz	spasj	r220160
spasjø	jøz	spasj	r220160
spasjaliz	izɛ	spasjali	r107648
spasjaliz	izɛ	spasjali	r107648
spasjaliz	izɛ	spasjali	r107648
spasjaliz	izɛ	spasjali	r107648
spasjaliz	izɛ	spasjali	r107648
spasjaliz	izɛ	spasjali	r107648
spasjaliz	izɛ	spasjali	r107648
spasjaliz	izɛ	spasjali	r107648
ɛstimatf	if	ɛstimat	r36740
ɛstimatf	if	ɛstimat	r36740
ɛstimatf	if	ɛstimat	r36730
ɛstimatf	if	ɛstimat	r36730
ɛstimatf	if	ɛstimat	r36732
ɛstimatf	if	ɛstimat	r36732
ɛstimatf	if	ɛstimat	r36727
ɛstimatf	if	ɛstimat	r36727
etalje	ije	etal	r182924
etalje	ije	etal	r182924
etalje	ije	etal	r182928
etalje	ije	etal	r182928
etalɔnje	ije	etalɔn	r182932
etalɔnje	ije	etalɔn	r182932
etupje	ije	etup	r186474
etupje	ije	etup	r186474
stydjø	jøz	stydj	r90768
stydjø	jøz	stydj	r90768
ɛkskʁemɑ̃tø	øz		r87630
ɛkskʁemɑ̃tø	øz		r87630
fabʁisje	ije	fabʁis	r183752
fabʁisje	ije	fabʁis	r183752
fɛzɑ̃dje	ije	fɛzɑ̃d	r185842
fɛzɑ̃dje	ije	fɛzɑ̃d	r185842
faʁinø	øz		r87758
faʁinø	øz		r87758
faʁinje	ije	faʁin	r185896
faʁinje	ije	faʁin	r185896
fatʁasje	ije	fatʁas	r182296
fatʁasje	ije	fatʁas	r182296
fɛʁɔtje	ije	fɛʁɔt	r183694
fɛʁɔtje	ije	fɛʁɔt	r183694
fɛsje	ije	fɛs	r90598
fɛsje	ije	fɛs	r90598
fɛsje	ije	fɛs	r185416
fɛsje	ije	fɛs	r185416
fɛsje	ije	fɛs	r185418
